Gene	RNASeq18MM-1-uP	RNASeq18MM-2-uP	RNASeq18MM-3-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP
ECs0641	327	341	502	291	233	274
ECs0642	144	167	209	97	102	125
ECs0643	2837	3211	4763	1283	1153	1371
ECs0644	92977	115942	107266	57947	60049	61831
ECs0645	37277	44874	26569	15939	17481	18932
ECs0646	1966	2236	3000	1822	1521	1929
ECs0647	2795	3173	3473	479	435	447
ECs0648	282	300	394	89	84	103
ECs0649	1252	1305	1996	657	539	811
ECs0650	3342	3838	4886	2564	2515	3071
ECs0651	369	369	575	371	368	422
ECs0652	73	78	112	107	90	116
ECs0653	22	21	22	29	32	29
ECs0654	65	66	104	51	62	42
ECs0655	57	49	34	30	20	24
ECs0656	10	16	14	9	6	10
ECs0657	61	89	151	150	110	123
ECs0658	1147	1141	1848	1343	1216	1292
ECs0659	526	518	877	574	460	619
ECs0660	474	506	721	605	546	706
ECs0661	605	711	1075	653	477	566
ECs0662	106459	119106	198569	93994	90712	129253
ECs0663	655	717	1043	780	638	775
ECs0664	1802	1573	2608	613	557	682
ECs0665	13312	13324	23061	11938	9295	10679
ECs0666	21076	20878	30391	38145	33634	37127
ECs0667	642	749	974	838	778	864
ECs0668	3263	3402	5129	3631	3216	3493
ECs0669	4736	4791	6720	3227	3098	3216
ECs0670	16042	19117	25115	21655	19763	22842
ECs0671	12036	11987	14765	10159	10186	12736
ECs0672	5058	4844	7539	8200	6862	7618
ECs0673	8084	9019	12046	17578	16747	18426
ECs0674	4553	4590	5990	8192	8641	10910
ECs0675	5474	6668	8611	10890	10075	11481
ECs0676	2188	2525	3684	2415	2216	2450
ECs0677	3502	3983	5569	3514	3028	3345
ECs0678	7890	8408	10964	7589	7253	8029
ECs0679	11264	11985	17545	11306	9837	10981
ECs0680	45628	44598	65009	47072	41524	48472
ECs0681	4904	5344	7915	496	429	507
ECs0682	1021	1152	1750	264	203	239
ECs0683	51	75	96	132	122	152
ECs0684	263	318	421	388	361	366
ECs0685	43	27	54	49	44	54
ECs0686	29	45	82	71	46	51
ECs0687	85	144	176	93	110	80
ECs0688	182	174	299	182	125	171
ECs0689	284	253	396	263	236	298
ECs0690	1175	1243	1791	253	199	189
ECs0691	2443	1551	3423	531	359	382
ECs0692	1834	1172	2507	402	314	284
ECs0693	3053	2729	4347	639	678	614
ECs0694	23140	26368	33310	2599	2638	3009
ECs0695	6023	6293	8048	11870	11859	15555
ECs0696	14842	17845	23998	23242	20982	24978
ECs0697	4714	5088	6964	3193	2749	3369
ECs0698	11163	12149	16213	6241	5875	6742
ECs0699	12656	13070	17515	17967	16129	19417
ECs0700	2557	2417	2872	1768	1636	1974
ECs0701	74	82	113	73	58	75
glnX	0	0	0	0	0	0
glnV	0	0	0	0	0	0
metU	0	0	0	0	0	0
ECs0702	0	0	0	0	0	0
glnW	0	0	0	0	0	0
ECs0703	0	0	0	0	0	0
glnU	0	0	0	0	0	0
leuW	3	3	5	11	8	4
metT	4425	3894	8641	7626	7516	9794
ECs0704	6339	9614	12333	935	786	911
ECs0705	4517	5039	7066	4294	3878	4559
ECs0706	4182	4812	6146	3716	3326	3856
ECs0707	3659	3735	5444	2104	2049	2205
ECs0708	5074	5454	7976	1950	1826	1756
ECs0709	3893	2984	4583	2141	1916	2222
ECs0710	28185	29998	43160	30292	26086	29469
ECs0711	109	116	185	58	53	64
ECs0712	390	359	551	467	440	594
ECs0713	798	819	1109	963	833	1073
ECs0714	31883	37557	41838	23330	21925	23649
ECs0715	14978	16833	22431	13757	12397	13576
ECs0716	1556	1548	2221	2984	2523	2852
ECs0717	1956	2459	3413	1805	1571	1935
ECs0718	6575	6922	10563	6490	5624	6385
ECs0719	23812	20020	32344	12921	11532	13676
ECs0720	770	807	1314	1057	906	969
ECs0721	462	512	911	747	559	625
ECs0722	319	272	271	201	220	353
ECs0723	1464	1174	1669	943	916	1371
ECs0724	259	195	185	107	151	203
ECs0725	238	264	315	215	205	264
ECs0726	157	119	274	173	150	169
ECs0727	1	7	5	2	1	1
ECs0728	672	621	1142	875	763	1000
ECs0729	2699	2181	2254	2326	2836	4422
ECs0730	48	45	81	57	34	51
ECs0731	155	154	279	184	109	154
ECs0732	2992	3428	4837	298	261	293
ECs0733	7336	6761	10390	2145	2030	2366
ECs0734	2014	1848	3571	892	700	932
ECs0735	1941	1815	2538	607	490	615
ECs0736	1427	1298	1720	491	414	551
ECs0737	2557	2488	3035	824	773	1058
ECs0738	1590	1322	1558	542	562	840
ECs0739	803	893	1378	639	439	600
ECs0740	489	380	496	331	402	437
ECs0741	378	441	598	387	330	484
ECs0742	271	301	409	266	247	321
ECs0743	1108	1221	1403	1000	1001	1164
ECs0744	164	214	280	201	188	221
ECs0745	19858	22083	29262	2136	1678	1653
ECs0746	20356	24287	30359	1070	1219	1112
ECs0747	6343	6840	9322	297	347	239
ECs0748	33138	30954	37924	1312	1509	1543
ECs0749	15211	17742	21648	1029	1072	993
ECs0750	1053	1243	1427	70	76	60
ECs0751	38226	31758	44077	2023	2008	2107
ECs0752	23627	21388	26343	1482	1344	1386
ECs0753	18579	9701	20484	1032	854	799
ECs0754	14921	12323	17960	1199	1063	1141
ECs0755	170	181	283	100	65	88
ECs0756	99	86	149	107	56	78
ECs0757	181	190	370	258	202	233
ECs0758	138	107	214	249	213	210
ECs0759	48	49	98	25	24	41
ECs0760	337	323	514	274	247	232
ECs0761	355	373	499	214	183	221
ECs0762	225	237	344	109	135	132
ECs0763	205	239	304	206	194	185
ECs0764	20	34	40	21	15	18
ECs0765	0	0	2	1	2	2
ECs0766	15	16	32	21	29	33
ECs0767	47	32	59	46	43	60
ECs0768	14454	14406	23908	38091	25795	51159
ECs0769	10422	9915	15855	20267	14977	28423
ECs0770	2379	2537	4290	4261	2709	5262
ECs0771	4847	5694	7691	7691	6644	8105
ECs0772	7453	7945	11433	12249	10517	12683
ECs0773	3588	3913	5627	5788	5077	5772
ECs0774	14249	14188	21112	22156	18173	22030
ECs0775	40201	43022	58011	41508	36259	42968
ECs0776	36760	40009	51506	42225	37520	44275
ECs0777	16220	18533	22771	21542	20077	23003
lysT	21460	24822	38971	45871	44633	54928
valT	2623	2816	4795	5904	5660	7091
lysW	6808	7901	11446	15163	14529	17362
valZ	1969	2362	3491	4588	4518	5506
lysY	3558	4023	5690	9486	8918	10588
lysZ	1016	1215	1796	3023	3009	3454
ECs0778	20527	22336	29299	1561	1463	1734
ECs0779	13401	14664	20502	1125	1017	1067
ECs0780	3911	4385	5032	566	532	628
ECs0781	14130	17981	16525	390	378	462
ECs0782	16012	18534	32341	6461	5642	9450
ECs0783	30876	30606	47401	12744	10862	11776
ECs0784	5825	6016	6962	1786	1832	2463
ECs0785	2877	2934	3426	1238	1112	1242
ECs0786	1904	1716	2219	890	793	929
ECs0787	2437	2221	3034	1058	953	1028
ECs0788	2477	2830	3801	1088	893	1039
ECs0789	1859	1710	3057	1857	1555	1594
ECs0790	1033	1317	1986	500	591	811
ECs0791	2533	2599	4049	1710	1553	1649
ECs0792	1090	866	1599	876	665	765
ECs0793	1576	1347	2290	1617	1262	1388
ECs0794	2728	2624	3806	2714	2411	2559
ECs0795	16225	15469	21499	1656	1625	1904
ECs0796	318	301	511	113	117	115
ECs0797	56	44	39	35	36	27
ECs0798	93	63	120	107	61	79
ECs0799	502	593	925	901	729	832
ECs0800	2968	4218	4875	4971	3922	4792
ECs0801	46	66	101	36	44	42
ECs0802	3	6	3	7	0	6
ECs0803	0	0	4	1	0	1
ECs0804	33	51	73	45	47	49
ECs0805	27	38	45	39	25	27
ECs0806	44	60	60	23	25	33
ECs0807	7	4	6	5	3	8
ECs0808	5	11	12	3	2	6
ECs0809	440	423	340	296	225	174
ECs0810	7	6	13	6	13	1
ECs0811	1	3	3	0	1	2
ECs0812	39	37	64	19	26	27
ECs0813	121	100	172	95	81	101
ECs0814	658	802	1040	1532	1477	1606
ECs0815	342	358	519	414	298	290
ECs0816	279	252	521	806	643	676
ECs0817	258	246	437	309	299	370
ECs0818	36	27	102	74	51	76
ECs0819	62	38	92	84	29	71
ECs0820	14	12	19	22	7	11
ECs0821	0	0	0	0	0	0
ECs0822	21	21	51	33	25	30
ECs0823	16	16	19	8	11	10
ECs0824	71	91	136	66	64	45
ECs0825	244	255	440	246	239	262
ECs0826	5	3	6	2	3	5
ECs0827	134	143	209	112	117	114
ECs0828	13	30	24	27	26	23
ECs0829	338	361	624	302	234	264
ECs0830	26	28	56	36	22	10
ECs0831	18	11	37	20	10	11
ECs0832	67	41	59	21	22	37
ECs0833	35	30	68	39	25	14
ECs0834	230	218	340	190	144	151
ECs0835	22	12	34	15	10	15
ECs0836	16	0	19	10	2	4
ECs0837	358	267	521	316	150	217
ECs0838	26	31	81	37	15	25
ECs0839	96	86	117	59	55	75
ECs0840	53	34	51	19	20	29
ECs0841	35	9	22	22	4	18
ECs0842	712	622	845	487	485	598
ECs0843	6	11	58	29	14	20
ECs0844	37	20	77	21	21	22
ECs0845	50	39	68	38	22	27
ECs0846	201	186	354	219	221	273
ECs0847	502	653	915	647	614	753
ECs0848	50	60	142	87	63	82
ECs0849	21	24	55	18	17	17
ECs0850	1131	1300	1903	971	861	1093
ECs0851	7301	8020	11472	2003	1956	2182
ECs0852	18607	22299	21995	400	502	583
ECs0853	14470	12973	23171	226	214	215
ECs0854	10662	11556	9685	120	171	164
ECs0855	3831	4934	5051	83	76	168
ECs0856	4936	7071	7763	106	141	110
ECs0857	9783	10326	14275	4812	4303	4711
ECs0858	5118	5891	8094	4320	4006	4521
ECs0859	10930	13022	15920	5141	5369	6544
ECs0860	3747	4146	6276	1078	875	1111
ECs0861	2158	1837	2730	455	444	602
ECs0862	626	327	409	82	109	176
ECs0863	1836	1649	2910	472	449	517
ECs0864	3877	4540	6241	1786	1406	1799
ECs0865	128	116	156	85	69	79
ECs0866	1491	1566	2092	294	270	301
ECs0867	2585	2772	3015	258	253	303
ECs0868	2112	2248	2329	113	125	178
ECs0869	2104	1960	2229	430	454	540
ECs0870	1635	1812	2710	259	224	214
ECs0871	1750	1819	2590	273	217	239
ECs0872	4467	4200	5844	399	426	522
ECs0873	3048	2630	3486	104	167	176
ECs0874	1696	1748	2282	175	167	243
ECs0875	19190	20179	26068	48335	47328	58695
ECs0876	190	260	357	1014	913	989
ECs0877	3041	2774	3800	3788	3395	4036
ECs0878	2102	1392	2750	1037	773	950
ECs0879	3600	3386	3883	1137	1276	1568
ECs0880	6278	6539	1309	1059	973	1448
ECs0881	374	452	617	151	120	115
ECs0882	549	589	803	217	198	231
ECs0883	667	793	897	582	512	669
ECs0884	484	633	476	110	101	122
ECs0885	1153	882	2074	2167	1541	1684
ECs0886	2124	2460	2654	562	453	475
ECs0887	4164	4919	5337	2734	2855	2561
ECs0888	3839	4587	5550	2578	2316	2147
ECs0889	18159	20922	27915	8043	7130	6803
ECs0890	54561	70572	48984	7466	7525	6173
ECs0891	2758	2977	4464	3578	3103	3794
ECs0892	136037	176099	202983	112414	106894	113047
ECs0893	1669	1879	2462	5674	5308	6054
ECs0894	1428	1374	2313	1325	917	1089
ECs0895	1159	970	1628	885	665	721
ECs0896	10368	12223	14011	17967	17649	20672
ECs0897	30434	28940	44454	40524	35480	38978
ECs0898	4318	4841	26636	1547	1463	3910
ECs0899	2051	2272	5859	1258	1115	2679
ECs0900	396	432	511	300	265	344
ECs0901	87	90	142	52	35	77
ECs0902	60	53	132	74	57	65
ECs0903	237	224	369	166	123	145
ECs0904	2170	2113	2596	1550	1534	2108
ECs0905	3174	3784	4486	3149	2712	3247
ECs0906	2067	2476	3456	306	303	298
ECs0907	2454	2838	3132	333	368	393
ECs0908	5660	6609	7136	952	959	932
ECs0909	4956	5682	7389	693	495	565
ECs0910	1171	1366	1618	277	211	192
ECs0911	615	648	742	147	128	138
ECs0912	163	160	225	154	132	146
ECs0913	102	136	203	151	135	136
ECs0914	1816	1928	2812	850	683	821
ECs0915	9156	9711	14092	20093	17123	20560
ECs0916	1332	1656	1717	155	114	160
ECs0917	2577	1946	3738	196	189	245
ECs0918	2780	3031	4831	1208	893	1052
ECs0919	7892	8931	12665	1932	1588	1941
ECs0920	3079	3762	4663	2873	2533	3142
ECs0921	1923	1989	2663	2264	1978	2045
ECs0922	1548	1461	2057	4946	4740	5479
ECs0923	682	603	695	681	738	846
ECs0924	1870	1813	3053	752	526	668
ECs0925	2033	1716	2795	799	673	851
ECs0926	625	774	1053	299	274	293
ECs0927	6402	6789	8324	10448	10116	11502
ECs0928	1254	1208	957	1003	760	913
ECs0929	3494	4065	1405	1138	1148	1052
ECs0930	359	352	581	341	263	344
ECs0931	1687	1630	2621	1378	1161	1337
ECs0932	2324	2112	2371	2199	2175	3049
ECs0933	4265	5021	6491	3806	3400	4026
ECs0934	10780	12248	16450	2063	2192	2511
ECs0935	5600	5854	7669	1295	1453	1624
ECs0936	863	649	1351	252	165	205
ECs0937	1707	1368	2629	476	418	504
ECs0938	850	812	1222	337	277	301
ECs0939	1496	1252	2087	2502	1965	2089
ECs0940	68	66	93	89	71	71
ECs0941	27	17	33	14	15	13
ECs0942	1322	1482	2266	639	640	725
ECs0943	23799	25014	49953	750	651	767
ECs0944	8312	9475	13737	1428	1199	1496
ECs0945	7087	6443	8661	647	659	796
ECs0946	15633	16070	24865	1409	1199	1513
ECs0947	12083	12843	18352	1548	1486	2011
ECs0948	7998	9404	13842	1028	936	942
ECs0949	26	22	58	36	25	22
ECs0950	3	9	3	6	4	7
ECs0951	10	11	19	10	2	7
ECs0952	1050	876	1048	407	384	526
ECs0953	1705	1775	1793	910	941	1144
ECs0954	1855	2276	2879	2196	1995	2181
ECs0955	2407	2761	2877	834	882	1034
ECs0956	4972	4960	5258	1112	1178	1585
ECs0957	22579	25275	28787	854	995	965
ECs0958	173	139	213	127	96	144
ECs0959	166	177	305	204	137	204
ECs0960	1982	2272	3031	2424	2135	2401
ECs0961	4666	4997	6756	1246	1093	1293
ECs0962	2738	2859	3287	2188	2209	2593
ECs0963	10455	12690	14934	11077	10338	12223
ECs0964	2091	1975	2551	1462	1257	1582
ECs0965	2785	2730	4016	2395	1981	2340
ECs0966	6381	7160	10798	1086	903	994
ECs0967	3104	2286	3631	1141	734	808
ECs0968	28873	20309	40751	11614	8710	9454
serW	340	386	467	841	902	993
ECs0969	26176	28294	41232	33027	30589	35741
ECs0970	2937	3383	4412	2406	2364	3036
ECs0971	5575	6371	7294	6157	5980	7348
ECs0972	2206	2754	3223	2610	2571	3077
ECs0973	21567	24654	32226	19428	19712	22820
ECs0974	16348	21368	25629	4408	4075	4744
ECs0975	27998	30408	40278	20291	17423	22194
ECs0976	4842	2827	8074	2975	1860	2106
ECs0977	6414	6032	8321	4480	3919	4821
ECs0978	32182	37050	49201	31251	27571	32370
ECs0979	455	364	680	565	502	469
ECs0980	138	117	145	168	165	175
ECs0981	2549	2564	3356	513	544	635
ECs0982	38685	38315	67092	670	764	804
ECs0983	1594	1376	2354	17119	16023	19222
ECs0984	481	511	749	1464	1220	1354
ECs0985	3535	3874	5542	2674	2439	2742
ECs0986	109946	118277	157399	40499	35999	42669
ECs0987	4569	3715	7160	3339	2380	2634
ECs0988	35082	37873	54309	66564	62360	72319
ECs0989	1286	1288	2182	300	268	309
ECs0990	42211	49800	74169	7543	6579	8185
ECs0991	13556	13110	22137	4025	3388	4118
ECs0992	261	404	540	249	245	280
ECs0993	21451	25533	33616	34410	29873	34594
ECs0994	490027	469672	773410	776009	609126	665280
ECs0995	16273	16826	26188	9506	7761	8892
ECs0996	1236	1260	1817	1487	1160	1267
ECs0997	16727	19020	24336	29408	26138	27882
ECs0998	6913	6599	7826	9922	9901	10604
ECs0999	3360	3685	4983	2377	1930	2211
ECs1000	582	360	950	427	293	304
ECs1001	3878	3712	5524	2698	2122	2295
ECs1002	1301	1407	2038	1290	1114	1200
ECs1003	898	775	1423	1061	669	812
ECs1004	2915	3240	4244	2854	2760	2848
ECs1005	3376	3215	4989	2630	2163	2358
ECs1006	2618	2361	3493	1814	1474	1723
ECs1007	17734	14337	22022	11556	9610	10908
ECs1008	11771	13934	17307	5362	5074	5973
ECs1009	18274	15566	21167	17942	20219	23998
ECs1010	15951	15310	19807	18511	18642	21782
ECs1011	72589	70470	117479	25579	21626	26622
ECs1012	103320	143455	151113	16619	13487	21698
ECs1013	36332	41459	55794	28937	27725	31545
ECs1014	32697	37090	49317	19889	17946	21151
ECs1015	12854	14368	15700	6467	6070	7409
ECs1016	498	487	673	131	155	156
ECs1017	147	167	127	41	52	41
ECs1018	446	540	311	72	63	82
ECs1019	494	606	372	65	63	75
ECs1020	403	526	364	61	107	127
ECs1021	114	111	131	125	100	118
ECs1022	38	63	125	103	88	105
ECs1023	57	71	89	77	62	93
ECs1024	236	281	428	199	181	175
ECs1025	311	370	543	303	261	251
ECs1026	23	20	30	14	20	15
ECs1027	55	39	58	42	32	36
ECs1028	275	286	444	229	191	256
ECs1029	13285	12912	24627	5615	5259	5852
ECs1030	2170	1260	3718	1719	1081	1090
ECs1031	4013	4330	6463	3504	2913	3335
ECs1032	14105	11986	19395	18546	15386	16632
ECs1033	15234	12666	20088	17612	16282	17677
ECs1034	5812	5479	7510	6522	6329	7448
ECs1035	9447	10000	15327	11040	9535	10780
ECs1036	3626	3278	4184	2822	2974	3739
ECs1037	11153	5935	20369	3886	3396	3945
ECs1038	25732	28165	37138	34916	36109	44659
ECs1039	13409	14985	18588	20133	17386	19889
ECs1040	2466	2966	3856	1888	1510	1807
ECs1041	491803	635911	677540	315200	293049	329568
ECs1042	6218	7694	10214	6409	5777	7338
ECs1043	741	666	1250	568	409	514
ECs1044	7188	7939	10180	7939	7344	8129
ECs1045	2202	2600	3622	2544	2206	2533
ECs1046	2857	2359	4331	2275	1728	2186
ECs1047	1559	1675	2272	803	684	768
ECs1048	1041	1074	1755	343	283	354
ECs1049	3512	3665	5666	869	869	961
ECs1050	5257	6517	8095	4204	3592	3958
ECs1051	4697	4748	7405	9959	8412	9191
ECs1052	1051	1165	1726	502	414	493
ECs1053	2700	3001	4219	1598	1520	1786
ECs1054	47149	54944	75857	4837	4080	6036
ECs1055	823	746	1473	549	480	468
ECs1056	74	63	125	41	32	25
ECs1057	705	754	969	467	365	458
ECs1058	15	13	28	25	16	17
ECs1059	15	21	46	20	24	30
dicF1	8	29	19	8	12	7
ECs1060	32	60	56	49	53	58
ECs1061	26	13	31	30	30	32
ECs1062	15	22	11	25	28	26
ECs1063	66	84	104	110	125	97
ECs1064	23	13	22	33	13	20
ECs1065	46	36	80	58	51	64
ECs1066	54	79	111	119	105	100
ECs1067	8428	10205	13693	7070	6707	7876
ECs1068	4325	5205	6719	4292	3660	4536
ECs1069	6398	7610	9844	8568	7997	9328
ECs1070	194	211	309	138	127	147
ECs1071	138	169	225	152	145	168
ECs1072	498	594	823	299	228	351
ECs1073	433	274	607	321	251	353
ECs1074	149	153	299	203	130	116
ECs1075	272	255	420	259	190	230
ECs1076	137	83	214	215	148	189
ECs1077	194	233	268	233	174	253
ECs1078	149	151	226	252	212	303
ECs1079	903	1219	1479	1225	1157	1394
ECs1080	3787	3727	7217	5744	5822	7332
ECs1081	84	131	165	241	208	217
ECs1082	188	220	278	328	266	259
ECs1083	18	21	49	17	21	21
ECs1084	48	40	62	53	24	36
ECs1085	252	261	368	246	199	220
ECs1086	694	860	1239	1451	1371	1655
ECs1087	1155	1420	1889	856	814	971
ileZ1	10	12	26	18	15	15
argN1	0	0	0	0	0	0
argO1	115	123	181	213	203	263
ECs1088	1438	1446	1724	1273	1214	1353
ECs1089	648	752	756	347	373	411
ECs1090	1107	1152	1502	839	717	868
ECs1091	50	27	99	59	54	54
ECs1093	12	15	36	26	9	16
ECs1092	0	0	0	0	0	0
ECs1094	8	8	15	14	8	8
ECs1095	12	20	25	45	61	48
ECs1096	138	163	280	332	278	334
ECs1098	83	81	138	84	80	86
ECs1097	35	37	72	35	50	35
ECs1099	31	44	83	32	42	63
ECs1100	11	8	17	11	14	5
ECs1101	472	570	864	266	237	248
ECs1102	161	206	238	237	204	275
ECs1103	98	92	99	91	137	208
ECs1104	1172	1195	1086	931	1074	1338
ECs1105	79	95	148	61	60	47
ECs1106	352	287	587	259	193	216
ECs1107	457	422	605	324	260	304
ECs1108	118	95	133	55	57	84
ECs1109	73	64	102	52	43	45
ECs1110	77	70	82	45	33	42
ECs1111	119	121	187	86	64	79
ECs1112	132	124	126	74	91	82
ECs1113	78	41	79	48	34	54
ECs1114	294	242	326	200	214	271
ECs1115	13	8	24	10	4	9
ECs1116	64	48	77	41	33	67
ECs1117	101	71	87	66	39	58
ECs1118	73	58	62	55	38	48
ECs1119	70	80	86	43	28	24
ECs1120	2568	3241	1748	499	502	497
ECs1121	2299	2236	3031	2249	2146	2622
ECs1122	158	195	247	154	150	173
ECs1123	904	885	515	508	497	364
ECs1124	69	71	144	64	39	47
ECs1126	461	392	672	228	197	224
ECs1125	38	47	84	42	24	34
ECs1127	766	829	1244	2719	2620	3079
serT	369	459	696	1626	1730	2254
ECs1128	140	135	226	43	28	48
ECs1129	270	244	456	117	106	141
ECs1130	175	189	310	117	95	113
ECs1131	142	132	166	76	99	95
ECs1132	88	81	169	55	48	65
ECs1133	212	197	334	124	89	114
ECs1134	657	665	1067	435	362	440
ECs1135	460	488	725	300	208	286
ECs1136	1049	1148	1533	570	507	618
ECs1137	1882	2077	2950	3277	2773	4202
ECs1138	168	194	370	385	384	540
ECs1139	564	590	884	1190	903	1496
ECs1140	1110	1214	1941	2201	1737	2557
ECs1141	420	361	645	746	650	1103
ECs1142	692	737	1169	1581	1349	2036
ECs1143	5676	5632	7398	4667	4514	7095
ECs1144	184	192	353	1536	1470	1987
ECs1145	2992	2982	5138	30003	29212	41551
ECs1146	540	512	932	4468	4124	5996
ECs1147	216	241	287	411	389	510
ECs1148	485	488	568	425	386	369
ECs1149	287	244	479	172	180	148
ECs1150	481	649	836	371	322	413
ECs1151	139	144	140	89	58	70
ECs1152	359	394	471	333	268	362
ECs1153	822	996	1326	298	298	302
ECs1154	1687	1772	2366	189	131	254
ECs1155	9551	9474	14182	668	726	971
ECs1156	52	28	86	42	16	23
ECs1157	17	15	28	20	15	16
ECs1158	5426	5129	8031	834	749	842
ECs1159	11424	9920	17247	1524	1084	1259
ECs1160	7690	6399	12839	6178	4838	5441
ECs1161	145	130	229	112	112	146
ECs1162	106	77	130	143	103	123
ECs1163	68	85	123	94	94	64
ECs1164	147	155	243	98	81	68
ECs1165	46	57	104	27	20	31
ECs1166	31	41	43	15	14	19
ECs1167	30	33	63	17	20	29
ECs1168	79	86	133	88	71	100
ECs1169	290	349	419	178	171	180
ECs1170	25	25	21	25	30	20
ECs1171	922	1135	774	694	590	402
ECs1172	606	703	451	440	337	241
ECs1173	4	7	9	3	0	2
ECs1174	70	58	107	61	40	39
ECs1175	2037	2392	1207	1284	1241	693
ECs1176	906	1049	589	601	549	277
ECs1177	0	0	0	0	0	0
ECs1178	0	0	0	0	0	0
ECs1179	3045	3337	2043	2075	2010	1105
ECs1180	67	79	102	74	61	67
ECs1181	135	110	131	106	76	102
ECs1182	81	111	147	102	94	124
ECs1183	4956	6317	8268	4816	4615	6099
ECs1184	10485	13403	18015	11783	10837	13109
ECs1185	8591	10750	15027	13554	12562	15360
ECs1186	142	155	263	124	139	124
ECs1187	409	427	323	333	327	243
ECs1188	24	23	44	11	21	21
ECs1189	200	225	331	178	168	175
ECs1190	318	395	452	250	198	224
ECs1191	31	36	70	18	32	25
ECs1192	136	67	94	106	48	33
ECs1193	140	98	71	111	79	45
ECs1194	100	55	69	104	53	48
ECs1195	338	284	212	214	185	85
ECs1196	66	45	56	33	30	20
ECs1197	48	48	45	39	30	10
ECs1198	253	326	426	253	277	450
ECs1199	509	468	867	705	532	545
ECs1200	35	29	66	40	35	23
ECs1201	100	87	89	70	62	36
ECs1202	5	6	7	4	6	6
ECs1203	99	65	121	215	220	190
ECs1204	13307	14930	25574	10859	9559	12990
ileZ2	868	1022	1422	1117	1104	1250
argN2	2	1	1	1	0	1
argO2	1228	1564	1679	2175	2216	2482
ECs1205	251	245	368	373	356	330
ECs1206	447	471	710	451	328	425
ECs1207	1848	1929	2447	1357	1244	1453
ECs1208	3390	3931	4258	2241	2133	2508
ECs1209	1386	1655	1845	845	793	993
ECs1210	3	3	14	5	6	0
ECs1211	87	108	153	43	48	37
ECs1212	84	58	65	56	55	33
ECs1213	184	222	193	147	122	141
ECs1214	72	120	126	94	108	93
ECs1215	118	114	120	109	85	60
ECs1216	0	0	0	0	0	0
ECs1217	3232	3438	4980	2272	2190	2293
ECs1218	102	125	153	138	96	112
ECs1219	178	191	373	170	106	132
ECs1220	673	625	966	520	423	512
ECs1221	1524	1862	2447	1197	1148	1185
ECs1222	470	426	510	397	353	388
ECs1223	779	973	1301	601	596	702
ECs1224	264	252	378	155	147	140
ECs1225	115	165	194	91	72	73
ECs1226	177	170	209	115	86	109
ECs1227	242	305	393	255	237	190
ECs1228	466	392	429	277	204	283
ECs1229	48	36	85	35	16	18
ECs1230	20	30	36	26	14	10
ECs1231	211	221	274	22	25	16
ECs1232	963	1051	1638	856	710	685
ECs1233	609	526	916	562	408	437
ECs1234	56	66	91	59	49	52
ECs1235	217	249	344	192	231	228
ECs1236	702	680	1089	581	494	633
ECs1237	1084	928	2199	1597	1170	1507
ECs1238	134	82	207	61	44	56
ECs1239	55	60	100	40	23	34
ECs1240	64	49	89	23	17	20
ECs1241	559	488	887	378	261	330
ECs1242	6600	6375	9348	5537	5155	5254
ECs1243	2383	2745	3525	2610	2398	2683
ECs1244	12074	11813	20006	6968	6352	6708
ECs1245	13593	14063	22939	13345	11467	14521
ECs1246	379	377	624	373	318	347
ECs1247	345	322	493	322	295	325
ECs1248	134	127	147	80	84	65
ECs1249	54	51	91	42	85	58
ECs1250	36	32	78	37	37	49
ECs1251	1334	1409	2044	2369	2237	2865
ECs1252	620	702	768	380	322	372
ECs1253	57	33	38	31	51	59
ECs1254	98	94	85	130	92	114
ECs1255	118	130	91	103	108	160
ECs1256	58	71	61	51	51	64
ECs1257	173	221	135	84	66	74
ECs1258	662	705	602	161	179	145
ECs1259	1118	1173	1806	1191	912	978
ECs1260	1671	1437	2037	1184	1124	1421
ECs1261	3616	1264	6337	2733	1818	1938
ECs1262	1138	1219	1845	995	816	898
ECs1263	586	455	724	515	373	552
ECs1264	971	970	1091	699	555	773
ECs1265	787	790	1037	589	434	669
ECs1266	1139	1493	1844	350	311	312
ECs1267	139	125	129	125	163	154
ECs1268	164	185	212	151	108	132
ECs1269	189	200	234	187	141	146
ECs1270	350	373	466	418	379	350
ECs1271	147	137	206	202	184	172
ECs1272	1750	2156	2178	284	258	238
ECs1273	335	398	560	37	69	55
ECs1274	1071	1194	1786	144	126	148
ECs1275	120	144	270	189	140	173
ECs1276	835	948	1449	342	314	308
ECs1277	1887	2056	3194	559	441	559
ECs1278	821	864	1298	754	705	771
ECs1279	239	274	352	283	264	274
ECs1280	152	107	195	200	162	197
ECs1281	9	22	34	40	29	30
ECs1282	1326	1045	2180	1323	1049	984
ECs1283	38	38	98	65	29	64
ECs1284	13	17	21	21	14	9
